ccode1,ccode2,year
338,2,1994
338,200,1994
338,220,1994
338,255,1994
338,365,1994
338,710,1994
338,740,1994
339,2,1994
339,200,1994
339,220,1994
339,255,1994
339,343,1994
339,345,1994
339,350,1994
339,365,1994
339,710,1994
339,740,1994
343,2,1994
343,200,1994
343,220,1994
343,255,1994
343,339,1994
343,345,1994
343,350,1994
343,355,1994
343,365,1994
343,710,1994
343,740,1994
344,2,1994
344,200,1994
344,220,1994
344,255,1994
344,310,1994
344,345,1994
344,346,1994
344,349,1994
344,365,1994
344,710,1994
344,740,1994
345,2,1994
345,200,1994
345,220,1994
345,255,1994
345,310,1994
345,339,1994
345,343,1994
345,344,1994
345,346,1994
345,355,1994
345,360,1994
345,365,1994
345,710,1994
345,740,1994
346,2,1994
346,200,1994
346,220,1994
346,255,1994
346,344,1994
346,345,1994
346,365,1994
346,710,1994
346,740,1994
349,2,1994
349,200,1994
349,220,1994
349,255,1994
349,305,1994
349,310,1994
349,325,1994
349,344,1994
349,365,1994
349,710,1994
349,740,1994
350,2,1994
350,200,1994
350,220,1994
350,255,1994
350,339,1994
350,343,1994
350,355,1994
350,365,1994
350,640,1994
350,710,1994
350,740,1994
352,2,1994
352,200,1994
352,220,1994
352,255,1994
352,365,1994
352,640,1994
352,710,1994
352,740,1994
355,2,1994
355,200,1994
355,220,1994
355,255,1994
355,343,1994
355,345,1994
355,350,1994
355,360,1994
355,365,1994
355,640,1994
355,710,1994
355,740,1994
359,2,1994
359,200,1994
359,220,1994
359,255,1994
359,360,1994
359,365,1994
359,369,1994
359,710,1994
359,740,1994
360,2,1994
360,200,1994
360,220,1994
360,255,1994
360,310,1994
360,345,1994
360,355,1994
360,359,1994
360,365,1994
360,369,1994
360,710,1994
360,740,1994
365,2,1994
365,20,1994
365,31,1994
365,40,1994
365,41,1994
365,42,1994
365,51,1994
365,52,1994
365,53,1994
365,54,1994
365,55,1994
365,56,1994
365,57,1994
365,58,1994
365,60,1994
365,70,1994
365,80,1994
365,90,1994
365,91,1994
365,92,1994
365,93,1994
365,94,1994
365,95,1994
365,100,1994
365,101,1994
365,110,1994
365,115,1994
365,130,1994
365,135,1994
365,140,1994
365,145,1994
365,150,1994
365,155,1994
365,160,1994
365,165,1994
365,200,1994
365,205,1994
365,210,1994
365,211,1994
365,212,1994
365,220,1994
365,221,1994
365,223,1994
365,225,1994
365,230,1994
365,232,1994
365,235,1994
365,255,1994
365,290,1994
365,305,1994
365,310,1994
365,316,1994
365,317,1994
365,325,1994
365,331,1994
365,338,1994
365,339,1994
365,343,1994
365,344,1994
365,345,1994
365,346,1994
365,349,1994
365,350,1994
365,352,1994
365,355,1994
365,359,1994
365,360,1994
365,366,1994
365,367,1994
365,368,1994
365,369,1994
365,370,1994
365,371,1994
365,372,1994
365,373,1994
365,375,1994
365,380,1994
365,385,1994
365,390,1994
365,395,1994
365,402,1994
365,403,1994
365,404,1994
365,411,1994
365,420,1994
365,432,1994
365,433,1994
365,434,1994
365,435,1994
365,436,1994
365,437,1994
365,438,1994
365,439,1994
365,450,1994
365,451,1994
365,452,1994
365,461,1994
365,471,1994
365,475,1994
365,481,1994
365,482,1994
365,483,1994
365,484,1994
365,490,1994
365,500,1994
365,501,1994
365,510,1994
365,516,1994
365,517,1994
365,520,1994
365,522,1994
365,530,1994
365,531,1994
365,540,1994
365,541,1994
365,551,1994
365,552,1994
365,553,1994
365,560,1994
365,565,1994
365,570,1994
365,571,1994
365,572,1994
365,580,1994
365,581,1994
365,590,1994
365,591,1994
365,600,1994
365,615,1994
365,616,1994
365,620,1994
365,625,1994
365,630,1994
365,640,1994
365,645,1994
365,651,1994
365,652,1994
365,660,1994
365,663,1994
365,666,1994
365,670,1994
365,679,1994
365,690,1994
365,692,1994
365,694,1994
365,696,1994
365,698,1994
365,700,1994
365,701,1994
365,702,1994
365,703,1994
365,704,1994
365,705,1994
365,710,1994
365,712,1994
365,713,1994
365,731,1994
365,732,1994
365,740,1994
365,750,1994
365,760,1994
365,770,1994
365,771,1994
365,775,1994
365,780,1994
365,781,1994
365,790,1994
365,800,1994
365,811,1994
365,812,1994
365,816,1994
365,820,1994
365,830,1994
365,835,1994
365,840,1994
365,850,1994
365,900,1994
365,910,1994
365,920,1994
365,935,1994
365,940,1994
365,950,1994
365,983,1994
365,986,1994
365,987,1994
365,990,1994
366,2,1994
366,200,1994
366,220,1994
366,255,1994
366,365,1994
366,367,1994
366,710,1994
366,740,1994
367,2,1994
367,200,1994
367,220,1994
367,255,1994
367,365,1994
367,366,1994
367,368,1994
367,370,1994
367,710,1994
367,740,1994
368,2,1994
368,200,1994
368,220,1994
368,255,1994
368,290,1994
368,365,1994
368,367,1994
368,370,1994
368,710,1994
368,740,1994
369,2,1994
369,200,1994
369,220,1994
369,255,1994
369,290,1994
369,310,1994
369,317,1994
369,359,1994
369,360,1994
369,365,1994
369,370,1994
369,710,1994
369,740,1994
370,2,1994
370,200,1994
370,220,1994
370,255,1994
370,290,1994
370,365,1994
370,367,1994
370,368,1994
370,369,1994
370,710,1994
370,740,1994
371,2,1994
371,200,1994
371,220,1994
371,255,1994
371,365,1994
371,372,1994
371,373,1994
371,630,1994
371,640,1994
371,710,1994
371,740,1994
372,2,1994
372,200,1994
372,220,1994
372,255,1994
372,365,1994
372,371,1994
372,373,1994
372,640,1994
372,710,1994
372,740,1994
373,2,1994
373,200,1994
373,220,1994
373,255,1994
373,365,1994
373,371,1994
373,372,1994
373,630,1994
373,640,1994
373,710,1994
373,740,1994
375,2,1994
375,200,1994
375,220,1994
375,255,1994
375,365,1994
375,380,1994
375,385,1994
375,710,1994
375,740,1994
380,2,1994
380,200,1994
380,220,1994
380,255,1994
380,365,1994
380,375,1994
380,385,1994
380,710,1994
380,740,1994
385,2,1994
385,200,1994
385,220,1994
385,255,1994
385,365,1994
385,375,1994
385,380,1994
385,710,1994
385,740,1994
390,2,1994
390,200,1994
390,220,1994
390,255,1994
390,365,1994
390,710,1994
390,740,1994
395,2,1994
395,200,1994
395,220,1994
395,255,1994
395,365,1994
395,710,1994
395,740,1994
402,2,1994
402,200,1994
402,220,1994
402,255,1994
402,365,1994
402,710,1994
402,740,1994
403,2,1994
403,200,1994
403,220,1994
403,255,1994
403,365,1994
403,710,1994
403,740,1994
404,2,1994
404,200,1994
404,220,1994
404,255,1994
404,365,1994
404,433,1994
404,438,1994
404,710,1994
404,740,1994
411,2,1994
411,200,1994
411,220,1994
411,255,1994
411,365,1994
411,471,1994
411,481,1994
411,710,1994
411,740,1994
420,2,1994
420,200,1994
420,220,1994
420,255,1994
420,365,1994
420,433,1994
420,710,1994
420,740,1994
432,2,1994
432,200,1994
432,220,1994
432,255,1994
432,365,1994
432,433,1994
432,435,1994
432,436,1994
432,437,1994
432,438,1994
432,439,1994
432,615,1994
432,710,1994
432,740,1994
433,2,1994
433,200,1994
433,220,1994
433,255,1994
433,365,1994
433,404,1994
433,420,1994
433,432,1994
433,435,1994
433,438,1994
433,710,1994
433,740,1994
434,2,1994
434,200,1994
434,220,1994
434,255,1994
434,365,1994
434,436,1994
434,439,1994
434,461,1994
434,475,1994
434,710,1994
434,740,1994
435,2,1994
435,200,1994
435,220,1994
435,255,1994
435,365,1994
435,432,1994
435,433,1994
435,600,1994
435,615,1994
435,710,1994
435,740,1994
436,2,1994
436,200,1994
436,220,1994
436,255,1994
436,365,1994
436,432,1994
436,434,1994
436,439,1994
436,475,1994
436,483,1994
436,615,1994
436,620,1994
436,710,1994
436,740,1994
437,2,1994
437,200,1994
437,220,1994
437,255,1994
437,365,1994
437,432,1994
437,438,1994
437,439,1994
437,450,1994
437,452,1994
437,710,1994
437,740,1994
438,2,1994
438,200,1994
438,220,1994
438,255,1994
438,365,1994
438,404,1994
438,432,1994
438,433,1994
438,437,1994
438,450,1994
438,451,1994
438,710,1994
438,740,1994
439,2,1994
439,200,1994
439,220,1994
439,255,1994
439,365,1994
439,432,1994
439,434,1994
439,436,1994
439,437,1994
439,452,1994
439,461,1994
439,710,1994
439,740,1994
450,2,1994
450,200,1994
450,220,1994
450,255,1994
450,365,1994
450,437,1994
450,438,1994
450,451,1994
450,710,1994
450,740,1994
451,2,1994
451,200,1994
451,220,1994
451,255,1994
451,365,1994
451,438,1994
451,450,1994
451,710,1994
451,740,1994
452,2,1994
452,200,1994
452,220,1994
452,255,1994
452,365,1994
452,437,1994
452,439,1994
452,461,1994
452,710,1994
452,740,1994
461,2,1994
461,200,1994
461,220,1994
461,255,1994
461,365,1994
461,434,1994
461,439,1994
461,452,1994
461,710,1994
461,740,1994
471,2,1994
471,200,1994
471,220,1994
471,255,1994
471,365,1994
471,411,1994
471,475,1994
471,481,1994
471,482,1994
471,483,1994
471,484,1994
471,710,1994
471,740,1994
475,2,1994
475,200,1994
475,220,1994
475,255,1994
475,365,1994
475,434,1994
475,436,1994
475,471,1994
475,710,1994
475,740,1994
481,2,1994
481,200,1994
481,220,1994
481,255,1994
481,365,1994
481,411,1994
481,471,1994
481,484,1994
481,710,1994
481,740,1994
482,2,1994
482,200,1994
482,220,1994
482,255,1994
482,365,1994
482,471,1994
482,483,1994
482,484,1994
482,490,1994
482,625,1994
482,710,1994
482,740,1994
483,2,1994
483,200,1994
483,220,1994
483,255,1994
483,365,1994
483,436,1994
483,471,1994
483,482,1994
483,620,1994
483,625,1994
483,710,1994
483,740,1994
484,2,1994
484,200,1994
484,220,1994
484,255,1994
484,365,1994
484,471,1994
484,481,1994
484,482,1994
484,490,1994
484,540,1994
484,710,1994
484,740,1994
490,2,1994
490,200,1994
490,220,1994
490,255,1994
490,365,1994
490,482,1994
490,484,1994
490,500,1994
490,516,1994
490,517,1994
490,540,1994
490,551,1994
490,625,1994
490,710,1994
490,740,1994
500,2,1994
500,200,1994
500,220,1994
500,255,1994
500,365,1994
500,490,1994
500,501,1994
500,510,1994
500,517,1994
500,625,1994
500,710,1994
500,740,1994
501,2,1994
501,200,1994
501,220,1994
501,255,1994
501,365,1994
501,500,1994
501,510,1994
501,520,1994
501,530,1994
501,625,1994
501,710,1994
501,740,1994
510,2,1994
510,200,1994
510,220,1994
510,255,1994
510,365,1994
510,500,1994
510,501,1994
510,516,1994
510,517,1994
510,541,1994
510,551,1994
510,553,1994
510,710,1994
510,740,1994
516,2,1994
516,200,1994
516,220,1994
516,255,1994
516,365,1994
516,490,1994
516,510,1994
516,517,1994
516,710,1994
516,740,1994
517,2,1994
517,200,1994
517,220,1994
517,255,1994
517,365,1994
517,490,1994
517,500,1994
517,510,1994
517,516,1994
517,710,1994
517,740,1994
520,2,1994
520,200,1994
520,220,1994
520,255,1994
520,365,1994
520,501,1994
520,522,1994
520,530,1994
520,710,1994
520,740,1994
522,2,1994
522,200,1994
522,220,1994
522,255,1994
522,365,1994
522,520,1994
522,530,1994
522,531,1994
522,710,1994
522,740,1994
530,2,1994
530,200,1994
530,220,1994
530,255,1994
530,365,1994
530,501,1994
530,520,1994
530,522,1994
530,531,1994
530,625,1994
530,710,1994
530,740,1994
531,2,1994
531,200,1994
531,220,1994
531,255,1994
531,365,1994
531,522,1994
531,530,1994
531,625,1994
531,710,1994
531,740,1994
540,2,1994
540,200,1994
540,220,1994
540,255,1994
540,365,1994
540,484,1994
540,490,1994
540,551,1994
540,565,1994
540,710,1994
540,740,1994
541,2,1994
541,200,1994
541,220,1994
541,255,1994
541,365,1994
541,510,1994
541,551,1994
541,552,1994
541,553,1994
541,560,1994
541,572,1994
541,710,1994
541,740,1994
551,2,1994
551,200,1994
551,220,1994
551,255,1994
551,365,1994
551,490,1994
551,510,1994
551,540,1994
551,541,1994
551,552,1994
551,553,1994
551,565,1994
551,571,1994
551,710,1994
551,740,1994
552,2,1994
552,200,1994
552,220,1994
552,255,1994
552,365,1994
552,541,1994
552,551,1994
552,560,1994
552,571,1994
552,710,1994
552,740,1994
553,2,1994
553,200,1994
553,220,1994
553,255,1994
553,365,1994
553,510,1994
553,541,1994
553,551,1994
553,710,1994
553,740,1994
560,2,1994
560,200,1994
560,220,1994
560,255,1994
560,365,1994
560,541,1994
560,552,1994
560,565,1994
560,570,1994
560,571,1994
560,572,1994
560,710,1994
560,740,1994
565,2,1994
565,200,1994
565,220,1994
565,255,1994
565,365,1994
565,540,1994
565,551,1994
565,560,1994
565,571,1994
565,710,1994
565,740,1994
570,2,1994
570,200,1994
570,220,1994
570,255,1994
570,365,1994
570,560,1994
570,710,1994
570,740,1994
571,2,1994
571,200,1994
571,220,1994
571,255,1994
571,365,1994
571,551,1994
571,552,1994
571,560,1994
571,565,1994
571,710,1994
571,740,1994
572,2,1994
572,200,1994
572,220,1994
572,255,1994
572,365,1994
572,541,1994
572,560,1994
572,710,1994
572,740,1994
580,2,1994
580,200,1994
580,220,1994
580,255,1994
580,365,1994
580,710,1994
580,740,1994
581,2,1994
581,200,1994
581,220,1994
581,255,1994
581,365,1994
581,710,1994
581,740,1994
590,2,1994
590,200,1994
590,220,1994
590,255,1994
590,365,1994
590,710,1994
590,740,1994
591,2,1994
591,200,1994
591,220,1994
591,255,1994
591,365,1994
591,710,1994
591,740,1994
600,2,1994
600,200,1994
600,220,1994
600,230,1994
600,255,1994
600,365,1994
600,435,1994
600,615,1994
600,710,1994
600,740,1994
615,2,1994
615,200,1994
615,220,1994
615,255,1994
615,365,1994
615,432,1994
615,435,1994
615,436,1994
615,600,1994
615,616,1994
615,620,1994
615,710,1994
615,740,1994
616,2,1994
616,200,1994
616,220,1994
616,255,1994
616,365,1994
616,615,1994
616,620,1994
616,710,1994
616,740,1994
620,2,1994
620,200,1994
620,220,1994
620,255,1994
620,365,1994
620,436,1994
620,483,1994
620,615,1994
620,616,1994
620,625,1994
620,651,1994
620,710,1994
620,740,1994
625,2,1994
625,200,1994
625,220,1994
625,255,1994
625,365,1994
625,482,1994
625,483,1994
625,490,1994
625,500,1994
625,501,1994
625,530,1994
625,531,1994
625,620,1994
625,651,1994
625,710,1994
625,740,1994
630,2,1994
630,200,1994
630,220,1994
630,255,1994
630,365,1994
630,371,1994
630,373,1994
630,640,1994
630,645,1994
630,700,1994
630,701,1994
630,710,1994
630,740,1994
630,770,1994
640,2,1994
640,200,1994
640,220,1994
640,255,1994
640,350,1994
640,352,1994
640,355,1994
640,365,1994
640,371,1994
640,372,1994
640,373,1994
640,630,1994
640,645,1994
640,652,1994
640,710,1994
640,740,1994
645,2,1994
645,200,1994
645,220,1994
645,255,1994
645,365,1994
645,630,1994
645,640,1994
645,652,1994
645,663,1994
645,670,1994
645,690,1994
645,710,1994
645,740,1994
651,2,1994
651,200,1994
651,220,1994
651,255,1994
651,365,1994
651,620,1994
651,625,1994
651,666,1994
651,710,1994
651,740,1994
652,2,1994
652,200,1994
652,220,1994
652,255,1994
652,365,1994
652,640,1994
652,645,1994
652,660,1994
652,663,1994
652,666,1994
652,710,1994
652,740,1994
660,2,1994
660,200,1994
660,220,1994
660,255,1994
660,365,1994
660,652,1994
660,666,1994
660,710,1994
660,740,1994
663,2,1994
663,200,1994
663,220,1994
663,255,1994
663,365,1994
663,645,1994
663,652,1994
663,666,1994
663,670,1994
663,710,1994
663,740,1994
666,2,1994
666,200,1994
666,220,1994
666,255,1994
666,365,1994
666,651,1994
666,652,1994
666,660,1994
666,663,1994
666,710,1994
666,740,1994
670,2,1994
670,200,1994
670,220,1994
670,255,1994
670,365,1994
670,645,1994
670,663,1994
670,679,1994
670,690,1994
670,692,1994
670,694,1994
670,696,1994
670,698,1994
670,710,1994
670,740,1994
679,2,1994
679,200,1994
679,220,1994
679,255,1994
679,365,1994
679,670,1994
679,698,1994
679,710,1994
679,740,1994
690,2,1994
690,200,1994
690,220,1994
690,255,1994
690,365,1994
690,645,1994
690,670,1994
690,710,1994
690,740,1994
692,2,1994
692,200,1994
692,220,1994
692,255,1994
692,365,1994
692,670,1994
692,710,1994
692,740,1994
694,2,1994
694,200,1994
694,220,1994
694,255,1994
694,365,1994
694,670,1994
694,696,1994
694,710,1994
694,740,1994
696,2,1994
696,200,1994
696,220,1994
696,255,1994
696,365,1994
696,670,1994
696,694,1994
696,698,1994
696,710,1994
696,740,1994
698,2,1994
698,200,1994
698,220,1994
698,255,1994
698,365,1994
698,670,1994
698,679,1994
698,696,1994
698,710,1994
698,740,1994
700,2,1994
700,200,1994
700,220,1994
700,255,1994
700,365,1994
700,630,1994
700,701,1994
700,702,1994
700,704,1994
700,710,1994
700,740,1994
700,770,1994
701,2,1994
701,200,1994
701,220,1994
701,255,1994
701,365,1994
701,630,1994
701,700,1994
701,704,1994
701,705,1994
701,710,1994
701,740,1994
702,2,1994
702,200,1994
702,220,1994
702,255,1994
702,365,1994
702,700,1994
702,703,1994
702,704,1994
702,710,1994
702,740,1994
703,2,1994
703,200,1994
703,220,1994
703,255,1994
703,365,1994
703,702,1994
703,704,1994
703,705,1994
703,710,1994
703,740,1994
704,2,1994
704,200,1994
704,220,1994
704,255,1994
704,365,1994
704,700,1994
704,701,1994
704,702,1994
704,703,1994
704,705,1994
704,710,1994
704,740,1994
705,2,1994
705,200,1994
705,220,1994
705,255,1994
705,365,1994
705,701,1994
705,703,1994
705,704,1994
705,710,1994
705,740,1994
710,2,1994
710,20,1994
710,31,1994
710,40,1994
710,41,1994
710,42,1994
710,51,1994
710,52,1994
710,53,1994
710,54,1994
710,55,1994
710,56,1994
710,57,1994
710,58,1994
710,60,1994
710,70,1994
710,80,1994
710,90,1994
710,91,1994
710,92,1994
710,93,1994
710,94,1994
710,95,1994
710,100,1994
710,101,1994
710,110,1994
710,115,1994
710,130,1994
710,135,1994
710,140,1994
710,145,1994
710,150,1994
710,155,1994
710,160,1994
710,165,1994
710,200,1994
710,205,1994
710,210,1994
710,211,1994
710,212,1994
710,220,1994
710,221,1994
710,223,1994
710,225,1994
710,230,1994
710,232,1994
710,235,1994
710,255,1994
710,290,1994
710,305,1994
710,310,1994
710,316,1994
710,317,1994
710,325,1994
710,331,1994
710,338,1994
710,339,1994
710,343,1994
710,344,1994
710,345,1994
710,346,1994
710,349,1994
710,350,1994
710,352,1994
710,355,1994
710,359,1994
710,360,1994
710,365,1994
710,366,1994
710,367,1994
710,368,1994
710,369,1994
710,370,1994
710,371,1994
710,372,1994
710,373,1994
710,375,1994
710,380,1994
710,385,1994
710,390,1994
710,395,1994
710,402,1994
710,403,1994
710,404,1994
710,411,1994
710,420,1994
710,432,1994
710,433,1994
710,434,1994
710,435,1994
710,436,1994
710,437,1994
710,438,1994
710,439,1994
710,450,1994
710,451,1994
710,452,1994
710,461,1994
710,471,1994
710,475,1994
710,481,1994
710,482,1994
710,483,1994
710,484,1994
710,490,1994
710,500,1994
710,501,1994
710,510,1994
710,516,1994
710,517,1994
710,520,1994
710,522,1994
710,530,1994
710,531,1994
710,540,1994
710,541,1994
710,551,1994
710,552,1994
710,553,1994
710,560,1994
710,565,1994
710,570,1994
710,571,1994
710,572,1994
710,580,1994
710,581,1994
710,590,1994
710,591,1994
710,600,1994
710,615,1994
710,616,1994
710,620,1994
710,625,1994
710,630,1994
710,640,1994
710,645,1994
710,651,1994
710,652,1994
710,660,1994
710,663,1994
710,666,1994
710,670,1994
710,679,1994
710,690,1994
710,692,1994
710,694,1994
710,696,1994
710,698,1994
710,700,1994
710,701,1994
710,702,1994
710,703,1994
710,704,1994
710,705,1994
710,712,1994
710,713,1994
710,731,1994
710,732,1994
710,740,1994
710,750,1994
710,760,1994
710,770,1994
710,771,1994
710,775,1994
710,780,1994
710,781,1994
710,790,1994
710,800,1994
710,811,1994
710,812,1994
710,816,1994
710,820,1994
710,830,1994
710,835,1994
710,840,1994
710,850,1994
710,900,1994
710,910,1994
710,920,1994
710,935,1994
710,940,1994
710,950,1994
710,983,1994
710,986,1994
710,987,1994
710,990,1994
712,2,1994
712,200,1994
712,220,1994
712,255,1994
712,365,1994
712,710,1994
712,740,1994
713,2,1994
713,200,1994
713,220,1994
713,255,1994
713,365,1994
713,710,1994
713,740,1994
731,2,1994
731,200,1994
731,220,1994
731,255,1994
731,365,1994
731,710,1994
731,732,1994
731,740,1994
732,2,1994
732,200,1994
732,220,1994
732,255,1994
732,365,1994
732,710,1994
732,731,1994
732,740,1994
740,2,1994
740,20,1994
740,31,1994
740,40,1994
740,41,1994
740,42,1994
740,51,1994
740,52,1994
740,53,1994
740,54,1994
740,55,1994
740,56,1994
740,57,1994
740,58,1994
740,60,1994
740,70,1994
740,80,1994
740,90,1994
740,91,1994
740,92,1994
740,93,1994
740,94,1994
740,95,1994
740,100,1994
740,101,1994
740,110,1994
740,115,1994
740,130,1994
740,135,1994
740,140,1994
740,145,1994
740,150,1994
740,155,1994
740,160,1994
740,165,1994
740,200,1994
740,205,1994
740,210,1994
740,211,1994
740,212,1994
740,220,1994
740,221,1994
740,223,1994
740,225,1994
740,230,1994
740,232,1994
740,235,1994
740,255,1994
740,290,1994
740,305,1994
740,310,1994
740,316,1994
740,317,1994
740,325,1994
740,331,1994
740,338,1994
740,339,1994
740,343,1994
740,344,1994
740,345,1994
740,346,1994
740,349,1994
740,350,1994
740,352,1994
740,355,1994
740,359,1994
740,360,1994
740,365,1994
740,366,1994
740,367,1994
740,368,1994
740,369,1994
740,370,1994
740,371,1994
740,372,1994
740,373,1994
740,375,1994
740,380,1994
740,385,1994
740,390,1994
740,395,1994
740,402,1994
740,403,1994
740,404,1994
740,411,1994
740,420,1994
740,432,1994
740,433,1994
740,434,1994
740,435,1994
740,436,1994
740,437,1994
740,438,1994
740,439,1994
740,450,1994
740,451,1994
740,452,1994
740,461,1994
740,471,1994
740,475,1994
740,481,1994
740,482,1994
740,483,1994
740,484,1994
740,490,1994
740,500,1994
740,501,1994
740,510,1994
740,516,1994
740,517,1994
740,520,1994
740,522,1994
740,530,1994
740,531,1994
740,540,1994
740,541,1994
740,551,1994
740,552,1994
740,553,1994
740,560,1994
740,565,1994
740,570,1994
740,571,1994
740,572,1994
740,580,1994
740,581,1994
740,590,1994
740,591,1994
740,600,1994
740,615,1994
740,616,1994
740,620,1994
740,625,1994
740,630,1994
740,640,1994
740,645,1994
740,651,1994
740,652,1994
740,660,1994
740,663,1994
740,666,1994
740,670,1994
740,679,1994
740,690,1994
740,692,1994
740,694,1994
740,696,1994
740,698,1994
740,700,1994
740,701,1994
740,702,1994
740,703,1994
740,704,1994
740,705,1994
740,710,1994
740,712,1994
740,713,1994
740,731,1994
740,732,1994
740,750,1994
740,760,1994
740,770,1994
740,771,1994
740,775,1994
740,780,1994
740,781,1994
740,790,1994
740,800,1994
740,811,1994
740,812,1994
740,816,1994
740,820,1994
740,830,1994
740,835,1994
740,840,1994
740,850,1994
740,900,1994
740,910,1994
740,920,1994
740,935,1994
740,940,1994
740,950,1994
740,983,1994
740,986,1994
740,987,1994
740,990,1994
750,2,1994
750,200,1994
750,220,1994
750,255,1994
750,365,1994
750,710,1994
750,740,1994
750,760,1994
750,770,1994
750,771,1994
750,775,1994
750,790,1994
760,2,1994
760,200,1994
760,220,1994
760,255,1994
760,365,1994
760,710,1994
760,740,1994
760,750,1994
770,2,1994
770,200,1994
770,220,1994
770,255,1994
770,365,1994
770,630,1994
770,700,1994
770,710,1994
770,740,1994
770,750,1994
771,2,1994
771,200,1994
771,220,1994
771,255,1994
771,365,1994
771,710,1994
771,740,1994
771,750,1994
771,775,1994
775,2,1994
775,200,1994
775,220,1994
775,255,1994
775,365,1994
775,710,1994
775,740,1994
775,750,1994
775,771,1994
775,800,1994
775,812,1994
780,2,1994
780,200,1994
780,220,1994
780,255,1994
780,365,1994
780,710,1994
780,740,1994
781,2,1994
781,200,1994
781,220,1994
781,255,1994
781,365,1994
781,710,1994
781,740,1994
790,2,1994
790,200,1994
790,220,1994
790,255,1994
790,365,1994
790,710,1994
790,740,1994
790,750,1994
800,2,1994
800,200,1994
800,220,1994
800,255,1994
800,365,1994
800,710,1994
800,740,1994
800,775,1994
800,811,1994
800,812,1994
800,820,1994
811,2,1994
811,200,1994
811,220,1994
811,255,1994
811,365,1994
811,710,1994
811,740,1994
811,800,1994
811,812,1994
811,816,1994
812,2,1994
812,200,1994
812,220,1994
812,255,1994
812,365,1994
812,710,1994
812,740,1994
812,775,1994
812,800,1994
812,811,1994
812,816,1994
816,2,1994
816,200,1994
816,220,1994
816,255,1994
816,365,1994
816,710,1994
816,740,1994
816,811,1994
816,812,1994
820,2,1994
820,200,1994
820,220,1994
820,255,1994
820,365,1994
820,710,1994
820,740,1994
820,800,1994
820,830,1994
820,835,1994
820,850,1994
830,2,1994
830,200,1994
830,220,1994
830,255,1994
830,365,1994
830,710,1994
830,740,1994
830,820,1994
835,2,1994
835,200,1994
835,220,1994
835,255,1994
835,365,1994
835,710,1994
835,740,1994
835,820,1994
840,2,1994
840,200,1994
840,220,1994
840,255,1994
840,365,1994
840,710,1994
840,740,1994
850,2,1994
850,200,1994
850,220,1994
850,255,1994
850,365,1994
850,710,1994
850,740,1994
850,820,1994
850,910,1994
900,2,1994
900,200,1994
900,220,1994
900,255,1994
900,365,1994
900,710,1994
900,740,1994
910,2,1994
910,200,1994
910,220,1994
910,255,1994
910,365,1994
910,710,1994
910,740,1994
910,850,1994
920,2,1994
920,200,1994
920,220,1994
920,255,1994
920,365,1994
920,710,1994
920,740,1994
935,2,1994
935,200,1994
935,220,1994
935,255,1994
935,365,1994
935,710,1994
935,740,1994
940,2,1994
940,200,1994
940,220,1994
940,255,1994
940,365,1994
940,710,1994
940,740,1994
950,2,1994
950,200,1994
950,220,1994
950,255,1994
950,365,1994
950,710,1994
950,740,1994
983,2,1994
983,200,1994
983,220,1994
983,255,1994
983,365,1994
983,710,1994
983,740,1994
986,2,1994
986,200,1994
986,220,1994
986,255,1994
986,365,1994
986,710,1994
986,740,1994
987,2,1994
987,200,1994
987,220,1994
987,255,1994
987,365,1994
987,710,1994
987,740,1994
990,2,1994
990,200,1994
990,220,1994
990,255,1994
990,365,1994
990,710,1994
990,740,1994
2,20,1995
2,31,1995
2,40,1995
2,41,1995
2,42,1995
2,51,1995
2,52,1995
2,53,1995
2,54,1995
2,55,1995
2,56,1995
2,57,1995
2,58,1995
2,60,1995
2,70,1995
2,80,1995
2,90,1995
2,91,1995
2,92,1995
2,93,1995
2,94,1995
2,95,1995
2,100,1995
2,101,1995
2,110,1995
2,115,1995
2,130,1995
2,135,1995
2,140,1995
2,145,1995
2,150,1995
2,155,1995
2,160,1995
2,165,1995
2,200,1995
2,205,1995
2,210,1995
2,211,1995
2,212,1995
2,220,1995
2,221,1995
2,223,1995
2,225,1995
2,230,1995
2,232,1995
2,235,1995
2,255,1995
2,290,1995
2,305,1995
2,310,1995
2,316,1995
2,317,1995
2,325,1995
2,331,1995
2,338,1995
2,339,1995
2,343,1995
2,344,1995
2,345,1995
2,346,1995
2,349,1995
2,350,1995
2,352,1995
2,355,1995
2,359,1995
2,360,1995
2,365,1995
2,366,1995
2,367,1995
2,368,1995
2,369,1995
2,370,1995
2,371,1995
2,372,1995
2,373,1995
2,375,1995
2,380,1995
2,385,1995
2,390,1995
2,395,1995
2,402,1995
2,403,1995
2,404,1995
2,411,1995
2,420,1995
2,432,1995
2,433,1995
2,434,1995
2,435,1995
2,436,1995
2,437,1995
2,438,1995
2,439,1995
2,450,1995
2,451,1995
2,452,1995
2,461,1995
2,471,1995
2,475,1995
2,481,1995
2,482,1995
2,483,1995
2,484,1995
2,490,1995
2,500,1995
2,501,1995
2,510,1995
2,516,1995
2,517,1995
2,520,1995
2,522,1995
2,530,1995
2,531,1995
2,540,1995
2,541,1995
2,551,1995
2,552,1995
2,553,1995
2,560,1995
2,565,1995
2,570,1995
2,571,1995
2,572,1995
2,580,1995
2,581,1995
2,590,1995
2,591,1995
2,600,1995
2,615,1995
2,616,1995
2,620,1995
2,625,1995
2,630,1995
2,640,1995
2,645,1995
2,651,1995
2,652,1995
